accuracy,loss,val_accuracy,val_loss,learning_rate
0.7706190347671509,0.4896019399166107,0.8140000104904175,0.4065815806388855,0.0010000000474974513
0.8180000185966492,0.38469359278678894,0.8135555386543274,0.38393810391426086,0.0010000000474974513
0.819190502166748,0.37305590510368347,0.8119999766349792,0.3799772262573242,0.0010000000474974513
0.8201428651809692,0.37003788352012634,0.8115555644035339,0.37838393449783325,0.0010000000474974513
0.8211904764175415,0.36850157380104065,0.8102222084999084,0.37774890661239624,0.0010000000474974513
0.8216428756713867,0.3676377236843109,0.8111110925674438,0.37665897607803345,0.0010000000474974513
0.8219285607337952,0.3668680191040039,0.8108888864517212,0.37677067518234253,0.0010000000474974513
0.8220714330673218,0.3662514090538025,0.8140000104904175,0.37536942958831787,0.0010000000474974513
0.822690486907959,0.36577096581459045,0.8135555386543274,0.37477484345436096,0.0010000000474974513
0.822523832321167,0.36525818705558777,0.8128888607025146,0.3742629289627075,0.0010000000474974513
0.8230000138282776,0.36481112241744995,0.8133333325386047,0.37355414032936096,0.0010000000474974513
0.8233809471130371,0.3644918203353882,0.8137778043746948,0.37309321761131287,0.0010000000474974513
0.822952389717102,0.36409690976142883,0.8148888945579529,0.37283962965011597,0.0010000000474974513
0.822952389717102,0.3638438880443573,0.8166666626930237,0.3723718523979187,0.0010000000474974513
0.8237380981445312,0.3636185824871063,0.816444456577301,0.3720029890537262,0.0010000000474974513
0.8227381110191345,0.3633250296115875,0.8162222504615784,0.3717538118362427,0.0010000000474974513
0.8230000138282776,0.363201767206192,0.816444456577301,0.3714173436164856,0.0010000000474974513
0.8232142925262451,0.3629244863986969,0.8173333406448364,0.37137991189956665,0.0010000000474974513
0.823285698890686,0.36278077960014343,0.8157777786254883,0.3709743618965149,0.0010000000474974513
0.8231428861618042,0.36259955167770386,0.8168888688087463,0.37079042196273804,0.0010000000474974513
0.823452353477478,0.3625442087650299,0.8173333406448364,0.3705040216445923,0.0010000000474974513
0.8232380747795105,0.3623991906642914,0.8184444308280945,0.3703533709049225,0.0010000000474974513
0.823285698890686,0.3621922731399536,0.8177777528762817,0.370134562253952,0.0010000000474974513
0.8235238194465637,0.3621486723423004,0.8186666369438171,0.3700140714645386,0.0010000000474974513
0.8228809237480164,0.3620713949203491,0.8193333148956299,0.3698892891407013,0.0010000000474974513
0.8239762187004089,0.3619202971458435,0.8188889026641846,0.3698371648788452,0.0010000000474974513
0.8229285478591919,0.36188584566116333,0.8184444308280945,0.37085315585136414,0.0010000000474974513
0.8233809471130371,0.3619086742401123,0.8195555806159973,0.3696862757205963,0.0010000000474974513
0.8235238194465637,0.3618640601634979,0.81977778673172,0.36946848034858704,0.0010000000474974513
0.8236904740333557,0.3617671728134155,0.8188889026641846,0.3698083162307739,0.0010000000474974513
0.8237857222557068,0.3617383539676666,0.8202221989631653,0.3693700432777405,0.0010000000474974513
0.8233571648597717,0.3617032766342163,0.8204444646835327,0.36927086114883423,0.0010000000474974513
0.8234047889709473,0.3616197109222412,0.8202221989631653,0.36952245235443115,0.0010000000474974513
0.823119044303894,0.3616034686565399,0.8193333148956299,0.36930638551712036,0.0010000000474974513
0.8237618803977966,0.36161649227142334,0.8195555806159973,0.3692606985569,0.0010000000474974513
0.8241428732872009,0.3613552451133728,0.8211110830307007,0.368999719619751,0.0005000000237487257
0.8237380981445312,0.3614479899406433,0.8204444646835327,0.3689754903316498,0.0005000000237487257
0.8238095045089722,0.36143022775650024,0.8204444646835327,0.3689594268798828,0.0005000000237487257
0.8239285945892334,0.36142635345458984,0.8202221989631653,0.3689931333065033,0.0005000000237487257
0.8239047527313232,0.3613506555557251,0.8202221989631653,0.36897918581962585,0.0002500000118743628
0.8239762187004089,0.3613608181476593,0.8195555806159973,0.3690806031227112,0.0002500000118743628
0.8240000009536743,0.3613411784172058,0.8213333487510681,0.36890909075737,0.0002500000118743628
0.8237380981445312,0.3612993359565735,0.8206666707992554,0.3689383268356323,0.0001250000059371814
0.8238809704780579,0.36128026247024536,0.8215555548667908,0.3688960671424866,0.0001250000059371814
0.823452353477478,0.3612966537475586,0.8206666707992554,0.3689688444137573,0.0001250000059371814
0.8236428499221802,0.3612944483757019,0.8204444646835327,0.36894452571868896,0.0001250000059371814
0.8238809704780579,0.3612804710865021,0.820888876914978,0.36898720264434814,0.0001250000059371814
0.8240714073181152,0.3612735867500305,0.820888876914978,0.368915319442749,6.25000029685907e-05
0.8237857222557068,0.3612699806690216,0.820888876914978,0.36892232298851013,6.25000029685907e-05
